label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
145,36.0830727,140.0763466,-2.07395756380857,8.59681602820817,-0.028834133884227,0,0,-0.335756568857659,-0.941941268176,2,2,0,0,1,-2.61796620704924,7.63651706827975,-2.07395756380857,8.59681602820817,0.788887249868097,1.103684509432
146,36.0830784,140.0763932,1.89719992536731,9.18370743751339,-0.107476193398966,0,0,-0.110329132957891,-0.993764537941436,2,2,0,0,1,1.57437830145974,8.27103816609773,1.89719992536731,9.18370743751339,1.29376828033484,0.968080058594688
147,36.083073,140.0764382,5.89488079738215,8.91428753732257,-0.17599568900935,0,0,0.007399044521674,-0.999665790453397,2,2,0,0,1,5.62277965172329,7.669912915908,5.89488079738215,8.91428753732257,2.01027274280671,1.27377675904749
148,36.0830727,140.0764826,9.93506207542776,9.01723386136094,-0.306457712294826,0,0,-0.073152966067306,-0.997282747364653,2,2,0,0,1,9.61720231796442,7.63651706827975,9.93506207542776,9.01723386136094,2.56541505727499,1.41683227239891
149,36.0830755,140.076529,13.9893023226921,9.33182996635075,-0.45291632899793,0,0,0.009259481151794,-0.999929367824261,2,2,0,0,1,13.7915539326516,7.94821164297952,13.9893023226921,9.33182996635075,3.05901877184543,1.39767810690883
150,36.0830722,140.0765742,18.026471963526,8.91804735130237,-0.525713722881128,0,0,-0.031897332245242,-0.999487914711404,2,2,0,0,1,17.8579481767369,7.58085732302364,18.026471963526,8.91804735130237,3.45678352011464,1.34776757582373
151,36.0830768,140.0766195,22.0449818835748,9.44008741909719,-0.623821898309066,0,0,-0.076401061358097,-0.996813373616785,2,2,0,0,1,21.9333388702902,8.09292698111999,22.0449818835748,9.44008741909719,3.93977572204508,1.35177860911697
152,36.0830811,140.0766338,23.3472240251153,10.0900363124863,-0.556870819141388,0,0,-0.587792579723313,-0.808978993575622,2,2,0,0,1,23.219830855259,8.57160079158808,23.3472240251153,10.0900363124863,4.26042009885416,1.52377014370656
153,36.083114,140.0766539,25.0536659789394,13.7581010047029,-0.735901080802121,0,0,-0.49839607845432,-0.866516027486162,2,2,0,0,1,25.0281167917442,12.2340120387736,25.0536659789394,13.7581010047029,4.59668171247827,1.52430309880739
154,36.0831274,140.0766744,27.2380452549427,15.1903978856342,-0.847064593697963,0,0,0.004870201316303,-0.99996727515585,2,2,0,0,1,26.8723885184299,13.725693214643,27.2380452549427,15.1903978856342,4.70759051169755,1.50965712073328
155,36.0831241,140.0767126,31.2361559978916,14.6480670552412,-0.921199556370353,0,0,0.107224853663677,-0.9941835698635,2,2,0,0,1,30.3090314429542,13.3583388954781,31.2361559978916,14.6480670552412,4.82439807246345,1.58838240561083
156,36.0831185,140.0767568,35.3073716879346,14.0291510924724,-0.965692364271197,0,0,-0.016121387476338,-0.999864945868277,2,2,0,0,1,34.2854612128165,12.7349497468695,35.3073716879346,14.0291510924724,5.26317608326996,1.64901732620254
157,36.0831158,140.0767986,39.3456614104303,13.7460237009251,-1.08370388170712,0,0,0.042071921772442,-0.999112709911701,2,2,0,0,1,38.0459762440323,12.4343871221701,39.3456614104303,13.7460237009251,5.70243000166306,1.84650265271489
158,36.0831113,140.0768471,43.338758441553,13.3459132953877,-1.22952660521637,0,0,-0.006879955632443,-0.999891555725143,2,2,0,0,1,42.4092532540764,11.9334494132832,43.338758441553,13.3459132953877,6.29436904002884,1.69086785757954
159,36.0831059,140.0768936,47.3825311730352,12.9336789571825,-1.2600523412741,0,0,-0.00753917065716,-0.999970246358834,2,2,0,0,1,46.5926013182314,11.3323241630935,47.3825311730352,12.9336789571825,6.95413685639873,1.78558851700559
160,36.0831048,140.0769423,51.4354354698575,12.9883430411131,-1.37105474561776,0,0,-0.383141802796269,-0.923621407894463,2,2,0,0,1,50.9738712220973,11.2098727233718,51.4354354698575,12.9883430411131,7.6390947120635,1.83738896967871
161,36.0831396,140.0769565,52.6129517226846,16.822068233837,-1.40701259479433,0,0,-0.688126959837765,-0.725193837519049,2,2,0,0,1,52.2513667601553,15.0837910023723,52.6129517226846,16.822068233837,7.81900599021933,1.77548624848397
162,36.083176,140.0769715,54.0907374170091,20.6082299635732,-1.55239204100524,0,0,-0.436194019608078,-0.899625090812584,2,2,0,0,1,53.6008338760575,19.1358204679325,54.0907374170091,20.6082299635732,7.78141585104087,1.55177163342089
163,36.0831782,140.0769803,54.8824873701751,20.7929225065222,-1.60298482659984,0,0,0.073572080786075,-0.997003718751245,2,2,0,0,1,54.3925212527997,19.3807233473758,54.8824873701751,20.7929225065222,7.81587620824462,1.49478201128786
